Id,urls,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
gentofte,https://www.gentofte.dk/da/Borger/By-og-milj%C3%B8/Milj%C3%B8 https://www.gentofte.dk/da/Borger/By-og-milj%C3%B8/Milj%C3%B8 ,Danish,0.0009756097562809133,0.0009756097561004461,0.0009756097561743931,0.0009756097561988669,0.0009756097561609394,0.0009756097574406607,0.0009756097561526873,0.000975609756154613,0.0009756097561401376,0.0009756097562665652,0.0009756097561261597,0.0009756097561510383,0.0009756097562616628,0.0009756097561343693,0.0009756097561358056,0.0009756097561473447,0.0009756097561146816,0.0009756097561474317,0.0009756097561200348,0.9765853658506739,0.0009756097561652377,0.0009756097562498044,0.0009756097562457087,0.0009756097561269393,0.0009756097561296689
brk,https://www.brk.dk/ https://www.brk.dk/Indflydelse-Politik/Politikker/Documents/Energipolitik%202040%20Bornholms%20Regionskommune.pdf ,Danish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alternativet,https://alternativet.dk/politik/vores-politik/klima-miljo-natur https://alternativet.dk/arkiv/partiprogram/5-okonomisk-baeredygtighed https://alternativet.dk/application/files/8815/5953/4668/renereluftoggroenneretrafikibyerne-alternativet.pdf https://alternativet.dk/application/files/9315/5741/4459/merelivmerepladsalternativet.pdf https://alternativet.dk/application/files/9814/8578/5777/naturpakken.pdf ,Danish,3.917727718105245e-05,3.917727717961919e-05,3.917727718141364e-05,3.917727718131588e-05,3.917727718131095e-05,3.9177277184008433e-05,3.91772771826005e-05,3.917727718150859e-05,3.917727718136354e-05,3.9177277185790096e-05,3.917727718165764e-05,3.9177277182025956e-05,3.9177277182981294e-05,3.917727718098442e-05,3.9177277181019966e-05,3.917727718192092e-05,3.917727718075744e-05,3.917727718140597e-05,3.9177277182722766e-05,0.9990597453476331,3.917727718343226e-05,3.9177277184872746e-05,3.917727718198321e-05,3.917727718031514e-05,3.917727718099443e-05
klimatilpasning,https://www.klimatilpasning.dk/ https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/ https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-temperatur/ https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-nedboer/ https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-toerke/ https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-grundvand/ https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-havniveau/ ,Danish,5.442176871166641e-05,5.442176870916891e-05,5.44217687104723e-05,5.4421768710145715e-05,5.442176871013774e-05,5.4421768715905525e-05,5.4421768709958e-05,5.4421768710097664e-05,5.442176870976016e-05,5.442176871522152e-05,5.4421768709666565e-05,5.4421768711173274e-05,0.9986938775509068,5.442176870934054e-05,5.442176870918209e-05,5.4421768709548774e-05,5.4421768711109855e-05,5.442176870968952e-05,5.442176870952736e-05,5.4421768744238805e-05,5.442176871160495e-05,5.4421768714309526e-05,5.4421768713257626e-05,5.442176870895923e-05,5.442176870914425e-05
tvis,https://tvis.net/miljoe/ https://tvis.net/miljoe/ https://www.tvis.net/miljoe/biomasse/ https://www.tvis.net/miljoe/groen-roadmap/ ,Danish,0.0001526717557338129,0.00015267175572812835,0.00015267175573619143,0.0001526717557333351,0.00015267175574174143,0.00015267175574408572,0.00015267175573524086,0.00015267175573900182,0.00015267175573273104,0.00015267175574643606,0.00015267175574013855,0.00015267175573917136,0.00015267175574571983,0.00015267175573296707,0.00015267175573125246,0.00015267175573335489,0.00015267175573420495,0.00015267175573322226,0.00015267175573072304,0.9963358778620482,0.00015267175574828186,0.0001526717557462369,0.00015267175600378884,0.00015267175573022265,0.0001526717557316223
texta,https://texta.dk/fns-17-verdensmaal/ https://texta.dk/verdensmaal-5/ ,Danish,4.219409282867787e-05,4.219409282766995e-05,4.219409283088607e-05,4.2194092829885864e-05,4.219409283034488e-05,4.219409283247324e-05,4.219409282965569e-05,4.2194092829378613e-05,4.21940928292843e-05,0.3560151516208513,4.2194092828914134e-05,4.219409283061754e-05,4.219409283203554e-05,4.219409282882935e-05,4.219409282867041e-05,4.219409282923692e-05,4.219409283338691e-05,4.2194092829246856e-05,4.219409282868105e-05,0.6430143842440604,4.2194092830700344e-05,4.2194092832762646e-05,4.219409282988353e-05,4.2194092828111486e-05,4.219409282885034e-05
ft,https://www.ft.dk/samling/20151/almdel/liu/bilag/35/1600244.pdf ,Danish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bane,https://www.bane.dk/da/Leverandoer/Krav/Generelle-arbejdsbeskrivelser/GAB-Miljoe-Anlaeg https://www.bane.dk/da/Om-Banedanmark/Baeredygtig-bane https://www.bane.dk/da/Om-Banedanmark/Baeredygtig-bane/En-klimavenlig-transportform https://www.bane.dk/da/Om-Banedanmark/Baeredygtig-bane/Energi ,Danish,0.00015625000000820272,0.00015625000001444144,0.0001562500000133794,0.00015625000001076375,0.00015625000001778924,0.00015625000003893782,0.00015625000000992205,0.00015625000001066451,0.0001562500000088859,0.00015625000002334385,0.00015625000000976406,0.00015625000002347832,0.00015625000002128495,0.00015625000001374994,0.00015625000000841675,0.00015625000000849934,0.0001562500000400323,0.00015625000000985166,0.00015625000001026499,0.9962499999996226,0.00015625000002020972,0.0001562500000245731,0.0001562500000162435,0.00015625000000671948,0.00015625000000806424
stok,https://www.stok.dk/om-stok/miljoe.aspx https://www.stok.dk/om-stok/miljoe.aspx ,Danish,0.00029629629630825184,0.00029629629629702406,0.0002962962963093223,0.0002962962963098341,0.00029629629631366424,0.00029629629632515456,0.0002962962963093242,0.0002962962963112563,0.00029629629631253667,0.00029629629633222784,0.0002962962963159408,0.0002962962963134962,0.0002962962963266775,0.0002962962963143157,0.0002962962963068847,0.00029629629630868005,0.00029629629629978466,0.0002962962963090319,0.00029629629630801684,0.7418372627783567,0.2513479224064629,0.00029629629632835745,0.0002962962963113918,0.0002962962963023964,0.0002962962963067579
rebild,https://rebild.dk/demokrati/verdensmaal ,Danish,0.00014285714286585557,0.00014285714286573316,0.00014285714286675877,0.00014285714286650555,0.00014285714286253753,0.00014285714287694552,0.00014285714286454276,0.0001428571428647704,0.00014285714286364572,0.9965714285711925,0.0001428571428626646,0.0001428571428697586,0.00014285714286871846,0.00014285714286238612,0.0001428571428626076,0.0001428571428636167,0.00014285714286484995,0.00014285714286370853,0.00014285714286200804,0.00014285714289082174,0.00014285714286986942,0.0001428571428775185,0.0001428571428665434,0.0001428571428625352,0.00014285714286244936
billund,https://billund.dk/politik/hoeringer-og-afgoerelser/miljoe/ https://billund.dk/media/985977/baeredygtighed-i-billund-2014_1147941_13-74_v1-1.pdf ,Danish,0.9901030927829622,0.00041237113403748426,0.0004123711340363712,0.0004123711340395463,0.00041237113403195483,0.00041237113408582103,0.00041237113403266607,0.0004123711340307396,0.000412371134032301,0.0004123711340759879,0.0004123711340319694,0.00041237113404173813,0.00041237113405484733,0.0004123711340290772,0.00041237113402887554,0.00041237113403079907,0.00041237113406031545,0.0004123711340326874,0.00041237113403125715,0.0004123711340610534,0.0004123711340407412,0.00041237113405432203,0.0004123711340790858,0.0004123711340291408,0.00041237113402925826
handicap,https://handicap.dk/internationalt-samarbejde/handicap-i-udvikling/verdensmaal ,Danish,0.00014705882353505147,0.0001470588235311407,0.0001470588235503476,0.00014705882353760087,0.0001470588235626243,0.00014705882354770314,0.0001470588235374557,0.0001470588235372416,0.00014705882353611342,0.9964705882350195,0.0001470588235341321,0.0001470588235416333,0.00014705882353966036,0.00014705882353521248,0.00014705882353444017,0.00014705882353626212,0.0001470588235500032,0.0001470588235373741,0.0001470588235349844,0.0001470588235563935,0.00014705882354989778,0.00014705882354992708,0.00014705882353718434,0.00014705882353290738,0.00014705882353513748
heleverdeniskole,https://heleverdeniskole.dk/verdensmaalene/de-17-maal/ ,Danish,0.004444444444773955,0.00444444444447253,0.004444444444807277,0.004444444444839114,0.004444444444728655,0.004444444445313784,0.004444444444713495,0.0044444444446412315,0.004444444444733283,0.893333333325547,0.004444444444695681,0.004444444444756918,0.0044444444450150436,0.004444444444582157,0.0044444444445716135,0.004444444444737953,0.004444444444538448,0.004444444444686413,0.004444444444661793,0.004444444445157126,0.004444444444841156,0.004444444445428682,0.004444444444637802,0.004444444444536933,0.00444444444458207
bornsvilkar,https://bornsvilkar.dk/verdensmaal/ ,Danish,0.0001000000000044504,0.00010000000000101237,0.00010000000000783366,0.00010000000000668998,0.00010000000000560308,0.00010000000001454226,0.00010000000000719917,0.00010000000000545392,0.00010000000000514918,0.9378987506174307,0.00010000000000351217,0.00010000000000725153,0.00010000000000722292,0.00010000000000485101,0.00010000000000423413,0.00010000000000517435,0.00010000000000371023,0.00010000000001199193,0.00010000000000276225,0.05980124938242331,0.00010000000000990945,0.000100000000013593,0.00010000000000696415,0.0001000000000027611,0.00010000000000418215
fm,https://fm.dk/arbejdsomraader/verdensmaal/ https://fm.dk/arbejdsomraader/klima-og-groen-oekonomi/ ,Danish,0.0003809523809688232,0.00038095238095597233,0.0003809523809830399,0.00038095238097502024,0.00038095238096538467,0.00038095238099159813,0.0003809523809733555,0.00038095238097283595,0.0003809523809682343,0.5961694655913008,0.00038095238096326294,0.0003809523809803605,0.00038095238097353657,0.0003809523809674026,0.000380952380966934,0.0003809523809676502,0.00038095238096525765,0.0003809523809710105,0.000380952380961233,0.39506862964632283,0.0003809523809921231,0.0003809523810035803,0.0003809523809826043,0.00038095238096081047,0.00038095238096611406
globalis,https://www.globalis.dk/om-fn/fn-s-17-verdensmaal https://www.globalis.dk/tema/verdensmaalene ,Danish,0.0001486988847678293,0.00014869888475959234,0.00014869888476833326,0.00014869888476572247,0.0001486988847637967,0.00014869888477151642,0.0001486988847648134,0.00014869888476519267,0.00014869888476349685,0.00014869888728793318,0.00014869888476337168,0.00014869888476770008,0.00014869888477185607,0.00014869888476289617,0.0001486988847623342,0.00014869888476348573,0.00014869888476664068,0.00014869888476420684,0.00014869888476244037,0.0001486988847838097,0.00014869888476949587,0.9964312267630925,0.00014869888476706807,0.00014869888476133687,0.00014869888476238023
middelfart,https://www.middelfart.dk/Politik%20og%20demokrati/Vision%20og%20udvikling/FN ,Danish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duf,https://duf.dk/dufs-arbejde/verdensmaal ,Danish,0.0011111111114168555,0.0011111111112220016,0.0011111111112012595,0.0011111111111697912,0.0011111111112001595,0.0011111111112638839,0.0011111111111591775,0.0011111111111784325,0.0011111111111557976,0.6418498777335845,0.0011111111111480499,0.0011111111111934647,0.0011111111113045122,0.0011111111111542246,0.0011111111111479488,0.0011111111111528928,0.0011111111114416958,0.001111111111170206,0.0011111111112017793,0.001111111111288429,0.0011111111111664872,0.0011111111112649932,0.33259456670849313,0.0011111111111646941,0.0011111111111556705
