Actor,urls,Language,Topic: Færøsk variation,Topic: Menneskerettigheder og SDG,Topic: Bæredygtig udvikling og SDG,"Topic: Greenland and the environment (local, regional, international)",Topic: Grønland og Nuuk og Aalborg Kommune,Topic: Havets biodiversitet og ressourcer og SDG,"Topic: Virksomheder, grøn omstilling og SDG",Topic: Nye bæredygtige danske produkter,"Topic: Børn, fattigdom, ulighed og SDG",Topic: Genanvendelse og  byggeri,Topic: Fremtidens bæredygtige løsninger i Danmark og SDG,Topic: Færøsk variation 2,Topic: Bæredygtig produktion og ressourcer og SDG,Topic: Sustainable hunting in the Arctic,Topic: Udsatte børn og unge og SDG,Topic: Certificerede produkter og SDG,Topic: Dansk bæredygtighedsindsats i Arktis og SDG,Topic: Grøn omstilling i Nuuk Kommune,Topic: Torshavn Kommune og bæredygtighed,Topic: Bæredygtige virksomheder på Færøerne,X-UMAP,Y-UMAP
fmk,https://www.fmk.dk/kontakt-og-aabningstider/fagomraader-og-stabe/by-land-og-kultur/miljoe-og-byg/ https://www.fmk.dk/borger/miljoe-energi-og-affald/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/clean-groen-erhvervsvaekst/ https://www.fmk.dk/testsektion/nyt-fmkdk/borger/natur-og-miljoe/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/groent-diplom/groen-institution/ https://www.fmk.dk/testsektion/nyt-fmkdk/borger/natur-og-miljoe/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/groent-diplom/groent-kontor/ https://www.fmk.dk/borger/miljoe-energi-og-affald/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/clean-groen-erhvervsvaekst/ ,Danish,0.000193236714981,0.000193236714989,0.000193236714989,0.000193236714987,0.000193236715017,0.000193236714987,0.000193236714987,0.000193236714986,0.000193236715011,0.000193236714988,0.000193236714985,0.000193236714988,0.000193236714986,0.000193236714991,0.00019323671499,0.000193236714992,0.000193236714994,0.000193236715009,0.000193236714982,0.000193236714984,1.7903825044632,4.01046276092529
sundolitt,https://www.sundolitt.com/da/miljo/ https://www.sundolitt.com/da/miljo/ ,Danish,0.000193236714977,0.000193236714986,0.000193236714984,0.000193236714989,0.000193236715,0.000193236714987,0.000193236714985,0.000193236714985,0.000193236714997,0.901291086826882,0.000193236714983,0.000193236714982,0.000193236714985,0.000193236714978,0.000193236714982,0.000193236715008,0.000193236714993,0.00019323671499,0.00019323671498,0.000193236714983,23.2423572540283,8.17545890808106
verdensmaalene,https://www.verdensmaalene.dk/ https://www.verdensmaalene.dk/fakta/verdensmaalene https://www.verdensmaalene.dk/maal/12 https://www.verdensmaalene.dk/fakta/hvad-er-baeredygtig-udvikling ,Danish,6.56814449927993E-05,6.5681444997005E-05,6.56814449960558E-05,6.56814449946531E-05,6.56814449996273E-05,6.56814449955052E-05,6.56814449955595E-05,6.56814449952054E-05,0.407582437370387,6.56814449949782E-05,6.56814449946198E-05,6.56814449943604E-05,6.56814449954346E-05,6.56814449976619E-05,6.56814449952773E-05,6.56814449990847E-05,0.089820790427892,6.56814449963912E-05,6.5681444993726E-05,6.56814449945032E-05,6.13762664794922,3.82568764686584
mst,http://mst.dk/ https://mst.dk/natur-vand/vandmiljoe/vandomraadeplaner/ https://mst.dk/erhverv/skovbrug/nationalt-skovprogram/det-nationale-skovprogram/temaer/baeredygtig-produktion/ https://mst.dk/erhverv/groen-virksomhed/groenne-offentlige-myndigheder/baeredygtigt-forbrug/ ,Danish,0.000314960629922,0.00031496062994,0.00031496062994,0.000314960629937,0.000314960629958,0.00031496062994,0.000314960629938,0.000314960629936,0.000314960629978,0.000314960629935,0.000314960629934,0.000314960629933,0.000314960629936,0.000314960629928,0.000314960629935,0.000314960629957,0.000314960629963,0.000314960629935,0.000314960629928,0.000314960629932,0.534805655479431,6.16499519348145
cowi,https://www.cowi.dk/loesninger/miljoe https://www.cowi.dk/om-cowi/nyheder-og-presse/cowi-bliver-co2-neutral-i-2020 https://www.cowi.dk/om-cowi/nyheder-og-presse/cowi-reducerer-sit-co2-ftryk-med-over-70-procent-inden-2030-via-ambitiose-tiltag https://www.cowi.dk/insights/co2-opsamling-kan-maaske-afhjaelpe-klimakrisen-men-hvordan-naar-vi-dertil ,Danish,0.000123839009291,0.000123839009298,0.000123839009296,0.000123839009301,0.000123839009307,0.000123839009297,0.000123839009298,0.000123839009296,0.00012383900931,0.000123839009296,0.000123839009295,0.000123839009294,0.000123839009295,0.022465441649444,0.000123839009295,0.000123839009307,0.000123839009408,0.000123839009301,0.000123839009293,0.000123839009294,2.07393884658813,2.89161443710327
verdensmaal,https://www.verdensmaal.org/ ,Danish,0.00061538461539,0.000615384615448,0.000615384615463,0.000615384615406,0.000615384615506,0.000615384615415,0.000615384615422,0.000615384615413,0.450395808564474,0.000615384615411,0.000615384615408,0.00061538461541,0.000615384615417,0.000615384615407,0.00061538461542,0.000615384615447,0.000615384615479,0.000615384615448,0.000615384615401,0.000615384615411,6.35919237136841,3.75090003013611
un,https://un.dk/da/om-fn/verdensmaalene/ https://www.un.org/sustainabledevelopment/sustainable-development-goals/ ,Danish,0.000493827160508,0.000493827160504,0.000493827160503,0.000493827160518,0.00049382716051,0.000493827160501,0.000493827160503,0.000493827160502,0.000493827177588,0.000493827160501,0.000493827160501,0.000493827160501,0.000493827160501,0.988148148130723,0.000493827160502,0.000493827160517,0.000493827160514,0.000493827160543,0.000493827160501,0.000493827160501,16.2684192657471,4.23888540267944
hjoerring,https://hjoerring.dk/selvbetjeningssilo/bolig/byg-og-miljoe https://hjorring.viewer.dkplan.niras.dk/media/1712664/Energiplan_2020_2030_Hjoerring.pdf ,Danish,0.000869565217414,0.000869565217458,0.000869565217463,0.000869565217469,0.000869565217552,0.000869565217441,0.000869565217437,0.000869565217435,0.000869565217534,0.000869565217449,0.000869565217425,0.000869565217427,0.000869565217442,0.000869565217464,0.000869565217441,0.000869565217479,0.000869565217495,0.069122650519168,0.000869565217419,0.000869565217426,5.61774110794067,5.67091131210327
venstre,https://www.venstre.dk/politik/principprogram/natur-og-miljoe https://www.venstre.dk/politik/principprogram/natur-og-miljoe ,Danish,0.000173160173161,0.000173160173169,0.000173160173168,0.00017316017317,0.000173160173176,0.00017316017317,0.000173160173169,0.000173160173169,0.094640122560098,0.000173160173174,0.000173160173168,0.000173160173167,0.000173160173169,0.000173160173176,0.000173160173168,0.000173160173178,0.000173160173184,0.000173160173168,0.000173160173165,0.000173160173167,2.64735555648804,4.37663841247559
furesoe,https://www.furesoe.dk/om-kommunen/fakta/organisation/center-for-by-og-miljoe/ https://www.furesoe.dk/oplevelser/velkommen-til-furesoe/miljoe-og-klima/ ,Danish,0.00028368794327,0.000283687943301,0.000283687943281,0.000283687943277,0.326595814904696,0.000283687943278,0.000283687943281,0.000283687943277,0.000283687943309,0.000283687943278,0.000283687943277,0.000283687943277,0.00028368794328,0.000283687943291,0.000283687943278,0.000283687943292,0.000283687943295,0.028930781353996,0.000283687943273,0.000283687943277,6.25902795791626,9.96144580841064
gentofte,https://www.gentofte.dk/da/Borger/By-og-milj%C3%B8/Milj%C3%B8 https://www.gentofte.dk/da/Borger/By-og-milj%C3%B8/Milj%C3%B8 ,Danish,0.0009756097561,0.000975609756174,0.000975609756199,0.000975609756161,0.000975609757441,0.000975609756153,0.000975609756155,0.00097560975614,0.000975609756267,0.000975609756126,0.000975609756134,0.000975609756136,0.000975609756147,0.000975609756115,0.000975609756147,0.000975609756165,0.00097560975625,0.000975609756246,0.000975609756127,0.00097560975613,8.12357139587402,7.07627296447754
brk,https://www.brk.dk/ https://www.brk.dk/Indflydelse-Politik/Politikker/Documents/Energipolitik%202040%20Bornholms%20Regionskommune.pdf ,Danish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2861957550049,7.90100383758545
alternativet,https://alternativet.dk/politik/vores-politik/klima-miljo-natur https://alternativet.dk/arkiv/partiprogram/5-okonomisk-baeredygtighed https://alternativet.dk/application/files/8815/5953/4668/renereluftoggroenneretrafikibyerne-alternativet.pdf https://alternativet.dk/application/files/9315/5741/4459/merelivmerepladsalternativet.pdf https://alternativet.dk/application/files/9814/8578/5777/naturpakken.pdf ,Danish,3.91772771796192E-05,3.91772771814136E-05,3.91772771813159E-05,3.91772771813109E-05,3.91772771840084E-05,3.91772771826005E-05,3.91772771815086E-05,3.91772771813635E-05,3.91772771857901E-05,3.91772771816576E-05,3.91772771809844E-05,3.917727718102E-05,3.91772771819209E-05,3.91772771807574E-05,3.9177277181406E-05,3.91772771834323E-05,3.91772771848727E-05,3.91772771819832E-05,3.91772771803151E-05,3.91772771809944E-05,1.8358039855957,1.17806899547577
