topic,word,weight
TOPIC_0,new,6.168409782859306
TOPIC_0,period,6.015609204265705
TOPIC_0,america,4.856677569772922
TOPIC_0,north,4.770230742230311
TOPIC_0,south,4.46023526031344
TOPIC_0,performance,3.818675751178368
TOPIC_0,australia,3.4559584420009477
TOPIC_0,time,3.3372065598684717
TOPIC_0,level,3.1289782136982622
TOPIC_0,earth,3.097489910648932
TOPIC_0,late,2.998603868663224
TOPIC_0,marine,2.702977498917908
TOPIC_0,today,2.6464822761520455
TOPIC_0,ocean,2.519615176689888
TOPIC_0,possible,2.50620512836853
TOPIC_0,land,2.458594759304473
TOPIC_0,antarctica,2.4227338733896344
TOPIC_0,products,2.396882660612943
TOPIC_0,sea,2.3522039128138426
TOPIC_0,high,2.333460676806298
TOPIC_0,western,2.333081877184083
TOPIC_0,africa,2.3226822239910208
TOPIC_0,continue,2.3135815240034567
TOPIC_0,demand,2.2742885001746345
TOPIC_0,date,2.210587911075031
TOPIC_1,emissions,134.09952641586176
TOPIC_1,ranked,123.02967600630498
TOPIC_1,water,84.72203282970197
TOPIC_1,pollution,59.46857679589258
TOPIC_1,united,57.296475684127344
TOPIC_1,canada,49.15740604014408
TOPIC_1,co2,47.68853511777774
TOPIC_1,total,47.21786587930211
TOPIC_1,population,45.5246814112239
TOPIC_1,organic,35.84865649547773
TOPIC_1,states,33.30157041508181
TOPIC_1,gas,31.877313605201266
TOPIC_1,world,29.85929039713722
TOPIC_1,million,29.141332161415335
TOPIC_1,change,29.044539888647517
TOPIC_1,carbon,28.128446896672813
TOPIC_1,nations,27.9671444364408
TOPIC_1,climate,27.82070035991064
TOPIC_1,times,27.80427197427789
TOPIC_1,statistics,26.876510380588
TOPIC_1,adjusted,26.10540082004167
TOPIC_1,national,25.56799139951735
TOPIC_1,industry,24.73669377900007
TOPIC_1,country,24.662119729373952
TOPIC_1,savings,24.62485462079748
TOPIC_2,2021,7.230555136298108
TOPIC_2,apr,6.99003080192165
TOPIC_2,23,5.377960045323988
TOPIC_2,climate,4.53927723009275
TOPIC_2,new,3.8627427816191258
TOPIC_2,water,3.5157665562103215
TOPIC_2,change,3.3433941631084627
TOPIC_2,emissions,3.074422656517751
TOPIC_2,environment,2.9982391030041673
TOPIC_2,ranked,2.664589386659384
TOPIC_2,natural,2.6424141207582137
TOPIC_2,said,2.40192376688099
TOPIC_2,humans,2.301576060481366
TOPIC_2,energy,2.2828898476941353
TOPIC_2,cells,2.080548231059822
TOPIC_2,researchers,2.047231609157678
TOPIC_2,high,2.0368933401548777
TOPIC_2,world,1.9474558817665422
TOPIC_2,use,1.944715301301952
TOPIC_2,make,1.845145475956877
TOPIC_2,2020,1.8435512082519945
TOPIC_2,canada,1.8304977796770636
TOPIC_2,environmental,1.8284164098385467
TOPIC_2,scientists,1.8269860917308716
TOPIC_2,global,1.825526337739178
TOPIC_3,site,1.9732714441364225
TOPIC_3,emissions,1.6676860514034797
TOPIC_3,pollution,1.5001014799457988
TOPIC_3,climate,1.4664705402991596
TOPIC_3,using,1.4442987608991935
TOPIC_3,bloomberg,1.382921242669171
TOPIC_3,network,1.3760068089347555
TOPIC_3,canada,1.2723367465617483
TOPIC_3,co2,1.2684659927723778
TOPIC_3,number,1.2672709309640848
TOPIC_3,private,1.1602304600467417
TOPIC_3,new,1.121490147829381
TOPIC_3,access,1.1005188092984355
TOPIC_3,waste,1.0969375823791243
TOPIC_3,water,1.0891158975554551
TOPIC_3,countries,1.0853017025947471
TOPIC_3,states,1.0759616470379678
TOPIC_3,change,1.0679924664826363
TOPIC_3,2014,1.0678302799989745
TOPIC_3,global,1.0578931400280902
TOPIC_3,time,1.0506377611886082
TOPIC_3,paris,1.0501612141693843
TOPIC_3,gas,1.0479569204272956
TOPIC_3,mayor,1.045000350860401
TOPIC_3,management,1.0423382217552424
TOPIC_4,climate,4.096721601394737
TOPIC_4,weather,3.2107309615402864
TOPIC_4,greenland,2.7577343452924232
TOPIC_4,change,2.602965300347088
TOPIC_4,air,2.5558476229367053
TOPIC_4,guide,2.38598775855832
TOPIC_4,canadian,2.0413005222974596
TOPIC_4,global,2.0057742497899653
TOPIC_4,ice,1.964588931631808
TOPIC_4,waste,1.9228073655000084
TOPIC_4,snow,1.8929357241947156
TOPIC_4,data,1.8541554138767151
TOPIC_4,level,1.8215564130979454
TOPIC_4,water,1.7570715532265389
TOPIC_4,light,1.7227428598775865
TOPIC_4,canada,1.7006099671565462
TOPIC_4,public,1.6729788837980624
TOPIC_4,environment,1.6483637597915703
TOPIC_4,quality,1.6152298899713162
TOPIC_4,19,1.6054197890015218
TOPIC_4,bloomberg,1.6028689979964281
TOPIC_4,covid,1.5876653184898044
TOPIC_4,health,1.5260531098572176
TOPIC_4,marine,1.5113770229605676
TOPIC_4,mainly,1.5101441306103909
TOPIC_5,climate,116.59782192080712
TOPIC_5,change,60.125791699011266
TOPIC_5,energy,47.33062026510441
TOPIC_5,global,37.5243014443155
TOPIC_5,new,37.45914165068934
TOPIC_5,carbon,33.555110539153674
TOPIC_5,world,31.404948882466265
TOPIC_5,emissions,29.31819071955467
TOPIC_5,biden,25.99272946378722
TOPIC_5,clean,22.47477650072034
TOPIC_5,bloomberg,20.73703189407863
TOPIC_5,earth,20.353001858081637
TOPIC_5,environment,20.118802729331414
TOPIC_5,development,19.753827788694082
TOPIC_5,environmental,19.50184506480121
TOPIC_5,greenhouse,19.03505965194004
TOPIC_5,communities,19.00593187834407
TOPIC_5,economic,18.80472413374831
TOPIC_5,water,18.483178340646074
TOPIC_5,national,18.353790052097352
TOPIC_5,sustainable,17.714423937325897
TOPIC_5,oecd,17.412474068225887
TOPIC_5,ice,16.985502338268148
TOPIC_5,action,16.96352385774898
TOPIC_5,19,16.725221259687807
TOPIC_6,general,3.225071768496779
TOPIC_6,chain,2.87924188161683
TOPIC_6,supply,2.7087721995561687
TOPIC_6,news,2.556544840925594
TOPIC_6,new,2.4474194630162254
TOPIC_6,climate,2.4343273877896676
TOPIC_6,international,2.2788788771441237
TOPIC_6,canada,2.26248396883232
TOPIC_6,company,2.244735727361802
TOPIC_6,year,2.2384473114465036
TOPIC_6,service,2.210536424395566
TOPIC_6,change,2.1202521698337367
TOPIC_6,business,2.0915298144593555
TOPIC_6,data,1.9495295142318425
TOPIC_6,services,1.877562040407899
TOPIC_6,platform,1.8675290325642435
TOPIC_6,transportation,1.8259807601499318
TOPIC_6,shipments,1.8219952892705926
TOPIC_6,better,1.7664333553960037
TOPIC_6,global,1.7276834169512387
TOPIC_6,action,1.6861839159779555
TOPIC_6,energy,1.6812403840191734
TOPIC_6,en,1.6691779908632636
TOPIC_6,products,1.5910933685520454
TOPIC_6,office,1.5684166085880542
TOPIC_7,new,10.805663914418732
TOPIC_7,fixed,6.87566749602822
TOPIC_7,comments,6.872297660831924
TOPIC_7,bug,6.630817809631832
TOPIC_7,added,6.133086949571982
TOPIC_7,feature,6.130941048369931
TOPIC_7,aircraft,5.8489222476187575
TOPIC_7,polar,5.482529006011431
TOPIC_7,update,4.432848784275272
TOPIC_7,greenland,4.380971790919752
TOPIC_7,page,4.352954490978577
TOPIC_7,posted,4.038424747477766
TOPIC_7,plane,4.022672413188898
TOPIC_7,2021,3.974657560089191
TOPIC_7,data,3.7146931598683386
TOPIC_7,view,3.7118002086059683
TOPIC_7,issue,3.5997739626342913
TOPIC_7,release,3.401777061832968
TOPIC_7,author,3.3793371755872332
TOPIC_7,change,3.370598325292423
TOPIC_7,views,3.337924499933461
TOPIC_7,april,3.0719040270868128
TOPIC_7,use,2.8631139466712905
TOPIC_7,store,2.860581968484841
