Id,urls,discourse: Climate change,discourse: Environment,discourse: Green growth,discourse: Sustainability,discourse: UN SDGs,area: Arctic,area: Arctic Norway,area: Extended Arctic,area: Faroed Islands,area: Greenland,area: Iceland,area: Nunavut,area: Sami,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
nike,https://purpose.nike.com/arctic-pledge https://purpose.nike.com/arctic-pledge https://purpose.nike.com/arctic-pledge https://purpose.nike.com/arctic-pledge ,True,True,True,True,False,True,False,False,False,False,False,False,False,0.00010666673200207409,0.0001066667881460297,0.00010666682283726207,0.00010666678395146026,0.7505498436198466,0.00010666686321080839,0.00010666683387361611,0.00010666679192899811,0.00010666686835560605,0.00010666679340119168,0.00010666689228170777,0.2480634877870278,0.00010666683790313572,0.00010666675691094946,0.00010666682832279467
thenewhumanitarian,https://deeply.thenewhumanitarian.org/arctic ,False,True,False,False,False,True,False,False,False,False,False,False,False,0.00016220656774112942,0.00016220629511793194,0.00016220625084206335,0.00016220623366265688,0.31897645018630094,0.00016220628064243767,0.00016220641991342917,0.000162206213649207,0.012181307797631259,0.00016220620555076328,0.0001622064170856615,0.6310697549425075,0.00016220649214425376,0.03598821742626443,0.0001622062709463311
dezeen,https://www.dezeen.com/tag/arctic/ https://www.dezeen.com/tag/arctic/ https://www.dezeen.com/tag/arctic/ ,True,True,False,True,False,True,False,False,False,False,False,False,False,0.0010928964558382125,0.0010928980256419182,0.0010928983376190166,0.0010928981306438216,0.9096682425651833,0.0010928981504942416,0.001092898142024167,0.0010928974999726375,0.0010928983835738462,0.0010928975178164106,0.0010928989729029153,0.0010929014010258682,0.0010928984792163677,0.07612408027094736,0.0010928976670999241
mmc,https://www.mmc.gov/priority-topics/arctic/climate-change/ ,False,True,False,False,False,True,False,False,False,False,False,False,False,9.311008185985694e-05,9.311003543167529e-05,9.310996329167922e-05,9.311001326492778e-05,0.9986964595165513,9.310998027756354e-05,9.311007091777906e-05,9.310996128122905e-05,9.310999640537368e-05,9.310996895242193e-05,9.311015552501742e-05,9.311010429744985e-05,9.311005736724355e-05,9.311012306414758e-05,9.310997151254281e-05
npr,https://www.npr.org/2021/01/06/953718234/major-oil-companies-take-a-pass-on-controversial-lease-sale-in-arctic-refuge ,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0020833353229905674,0.0020833385682091058,0.0020833365651344283,0.0020833373370594656,0.0020833378706165617,0.002083338467649726,0.002083336335513729,0.00208333635905251,0.0020833376566416913,0.0020833363902796323,0.0020833375755053714,0.0020833390151496875,0.8955558329658639,0.07736078291710273,0.002083336653230913
biologicaldiversity,https://www.biologicaldiversity.org/programs/public_lands/energy/dirty_energy_development/oil_and_gas/arctic/index.html https://www.biologicaldiversity.org/programs/public_lands/energy/dirty_energy_development/oil_and_gas/arctic/index.html ,True,True,False,False,False,True,False,False,False,False,False,False,False,0.00011594215529077371,0.00011594218786756455,0.00011594217737971497,0.0001159421668840696,0.18810175184883754,0.00011594218819832045,0.00011594233990853244,0.00011594215077987049,0.0001159422407650967,0.00011594215504548613,0.0001159422912231913,0.8103909993120009,0.00011594234116066264,0.00011594226118384737,0.00011594218347449324
foreignaffairs,https://www.foreignaffairs.com/articles/commons/2019-09-24/arctic-spring https://www.foreignaffairs.com/articles/united-states/2020-09-29/phantom-peril-arctic https://www.foreignaffairs.com/articles/commons/2019-09-24/arctic-spring ,True,True,False,False,False,True,False,False,False,False,False,False,False,3.486778490663819e-05,3.4867557588367876e-05,3.486755360939577e-05,3.486755398357954e-05,0.00020410058892796765,3.4867559088214835e-05,3.486757394248843e-05,3.486754399278076e-05,3.486756363358947e-05,3.4867545771900014e-05,3.486759582795989e-05,0.9993426208609066,3.486756453466227e-05,3.486759351433594e-05,3.486755977156443e-05
theatlantic,https://www.theatlantic.com/science/archive/2019/02/artic-ice-melt-could-open-maine-trade/582349/ ,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0007843138896841453,0.0007843146060027413,0.0007843145540983673,0.0007843145890333292,0.20178355099730175,0.0007843148944357681,0.000784316230314967,0.0007843145726643332,0.0007843153459225246,0.0007843145428277299,0.0007843154673500185,0.7880203554086594,0.0007843147557117757,0.0007843146864852469,0.0007843154595078734
arctic,https://www.arctic.gov/ https://www.arctic.gov/ https://www.arctic.de/en/ https://www.arctic.com/aam/en ,True,True,True,True,False,True,False,False,False,False,False,False,False,0.00021030567346505855,0.00021030538074741877,0.00021030525878352116,0.00021030524736787595,0.00021030552212952797,0.00021030541277657517,0.00021030534200089154,0.00021030522561593743,0.00021030528714067925,0.0002103052169628056,0.00021030550764942183,0.8420301471355863,0.026762183433699196,0.1286840049134551,0.00021030544261983067
greenfacts,https://www.greenfacts.org/en/arctic-climate-change/ https://www.greenfacts.org/en/arctic-climate-change/ https://www.greenfacts.org/en/arctic-climate-change/ ,True,True,True,False,False,True,False,False,False,False,False,False,False,3.565087416803495e-05,3.565068750029364e-05,3.565066964360456e-05,3.5650668294232595e-05,0.9958645195945254,3.565067370961634e-05,3.5650682413286936e-05,3.565065909284701e-05,3.565068305016794e-05,3.565066038678617e-05,3.5650704621097654e-05,3.565072458276268e-05,3.565069251236848e-05,0.003672021346096472,3.565067940290149e-05
unep,https://www.unep.org/explore-topics/oceans-seas/what-we-do/working-regional-seas/regional-seas-programmes/arctic-region https://ozone.unep.org/unusual-conditions-over-arctic ,False,False,False,False,True,True,False,False,False,False,False,False,False,0.0007662864039955381,0.0007662846543689834,0.0007662845297751822,0.0007662846309372314,0.9892720093485401,0.0007662844928698084,0.0007662849839017838,0.0007662844247782541,0.0007662851027946282,0.0007662844391181626,0.0007662846552283119,0.0007662850580970863,0.0007662869224958964,0.0007662856145452037,0.0007662847385535157
ospar,https://www.ospar.org/about/international-cooperation/the-arctic-council https://www.ospar.org/convention/the-north-east-atlantic/i ,False,False,False,False,True,True,False,False,False,False,False,False,False,0.00021857928377223533,0.0002185794938519749,0.00021857949727892913,0.00021857945804105633,0.5593979853333199,0.00021857955534595737,0.00021857962309446775,0.00021857946674782165,0.00021857951903076007,0.00021857948000438918,0.23624206135869005,0.20173699909344492,0.00021857960349704804,0.00021857954586134362,0.0002185796880191439
uarctic,https://www.uarctic.org/about-uarctic/ https://www.uarctic.org/news/2020/9/ https://education.uarctic.org/universities/norway/23903/norwegian-university-of-life-sciences https://www.uarctic.org/ https://www.uarctic.org/ https://education.uarctic.org/universities/ https://education.uarctic.org/ ,False,False,True,True,True,True,False,False,False,False,False,False,False,0.00019047690235357044,0.00019047657532961283,0.00019047643876850994,0.0001904764492422884,0.06949476956155787,0.00019047650260849565,0.0001904766224828996,0.00019047642759253093,0.00019047647191035888,0.00019047642760754076,0.00019047664592193621,0.6550237692563758,0.18607161755970142,0.08731460159806027,0.0001904765604868338
