Id,urls,discourse: Climate change,discourse: Environment,discourse: Green growth,discourse: Sustainability,discourse: UN SDGs,area: Arctic,area: Arctic Norway,area: Extended Arctic,area: Faroed Islands,area: Greenland,area: Iceland,area: Nunavut,area: Sami,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,X-UMAP,Y-UMAP
unep,https://www.unep.org/ https://www.unep.org/environmentassembly/ https://www.unep.org/explore-topics/green-economy https://www.unep.org/explore-topics/resource-efficiency/what-we-do/sustainable-consumption-and-production-policies ,False,True,True,False,False,False,False,True,False,False,False,False,False,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.23291395604610443,1.6067088842391968
aecom,https://aecom.com/services/environmental-services/ https://aecom.com/about-aecom/sustainability/ ,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0002515727071346,0.0002515726959504,0.0002515727406163,0.0002515726721078,0.8475622867000884,0.0002515729433461,0.000251572909737,0.1491672672632055,0.0002515726549885,0.0002515728539725,0.0002515728169676,0.0002515729389668,0.0002515726435815,0.0002515727166806,0.0002515727426556,4.344507694244385,3.996522903442383
ducksters,https://www.ducksters.com/science/environment/ ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0006230538481359,0.000623053557162,0.0006230537879427,0.0006230538038985,0.1541623198502771,0.8377379783444262,0.0006230545863973,0.0006230547890288,0.0006230536112782,0.0006230541296695,0.000623054194279,0.0006230544739951,0.0006230535708117,0.0006230536870745,0.0006230537656227,4.821780681610107,17.03939437866211
worldbank,https://www.worldbank.org/en/topic/environment/overview ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0003921575949529,0.0003921573777306,0.00039215751094,0.0003921573834458,0.9267262570593812,0.0003921579845265,0.0681756942582735,0.0003921578429926,0.0003921573672679,0.0003921575766379,0.0003921575263635,0.0003921578808973,0.0003921574549644,0.0003921574412257,0.0003921577403992,3.7709999084472656,5.312196254730225
un,https://unstats.un.org/UNSD/envstats/index.cshtml https://sustainabledevelopment.un.org/content/documents/GE%20Guidebook.pdf https://sdgs.un.org/goals https://www.un.org/sustainabledevelopment/ https://sustainabledevelopment.un.org/topics/greeneconomy https://www.un.org/sustainabledevelopment/sustainable-consumption-production/ https://sdgs.un.org/goals https://www.un.org/sustainabledevelopment/sustainable-development-goals/ https://sustainabledevelopment.un.org/content/documents/2738sustainabilityfinalweb-.pdf ,False,True,True,True,False,False,False,True,False,False,False,False,False,3.977731110585453e-05,3.97772945259982e-05,3.97773222636482e-05,3.97773034338949e-05,0.9994431174727398,3.9777342261952e-05,3.977736976005552e-05,3.9777378261215165e-05,3.977729470659234e-05,3.977731989634572e-05,3.977732033017223e-05,3.9777331546537256e-05,3.977729737013514e-05,3.977731047160413e-05,3.9777331326154645e-05,4.3131561279296875,10.122967720031738
au,https://phd.tech.au.dk/programmes/environmental-science/ ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.00017316043942,0.0001731604128377,0.0001731604409165,0.0001731603955604,0.0941492551460877,0.7444384654243948,0.0001731606174104,0.1593343538761817,0.0001731603710764,0.0001731606159811,0.0001731604689513,0.0001731605475787,0.0001731603838802,0.0001731604095349,0.0001731604501877,4.78764009475708,17.044370651245117
nationalgeographic,https://www.nationalgeographic.com/environment/article/plastic-pollution ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0002911212376587,0.0002911211593376,0.0002911212601042,0.0002911212581656,0.0002911313235518,0.9959242910554744,0.000291121628297,0.000291121486235,0.0002911211544585,0.0002911215136918,0.000291121598708,0.0002911214101728,0.0002911211398809,0.0002911215285479,0.0002911212457149,4.777904510498047,17.021831512451172
wto,http://www.wto.org/english/tratop_e/envir_e/envir_e.htm ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0002389489795807,0.0002389489970614,0.0002389490335765,0.0002389489621652,0.4874479684260078,0.0002389492552002,0.0002389491957569,0.000958129437106,0.0002389489185835,0.5087265136796394,0.0002389490901245,0.0002389491210263,0.0002389488879239,0.0002389489830571,0.0002389490331902,6.032413005828857,0.8296921849250793
theconversation,https://theconversation.com/uk/environment ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0007092214624081,0.0007092211547004,0.0007092212347354,0.0007092211456979,0.7717209970550148,0.219059123888844,0.0007092226125864,0.0007092217506688,0.0007092211897332,0.0007092214312056,0.0007092214724125,0.0007092218671444,0.0007092210850642,0.0007092210596736,0.0007092215901097,2.600928544998169,4.877880573272705
epa,https://www.epa.gov/environmental-topics https://www.epa.gov/sustainability/sustainable-manufacturing ,False,True,False,True,False,False,False,True,False,False,False,False,False,0.0004115233124035,0.0004115232242372,0.0004115232691653,0.0004115232103614,0.868972236753742,0.000411523780196,0.000411523943477,0.1256779593813878,0.0004115231121131,0.0004115233133877,0.0004115236139365,0.0004115235068975,0.0004115230715265,0.0004115232128814,0.0004115232942862,4.225230693817139,4.031184196472168
weather,https://weather.gc.ca/forecast/canada/index_e.html?id=AB ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0009259272357644,0.0009259271615422,0.0009259274874102,0.0009259270539559,0.0009259286394852,0.000925928266021,0.1610627896621962,0.0009259281246794,0.0009259269027676,0.0009259279402412,0.0009259276448599,0.200162175507268,0.6276639039107186,0.0009259271520266,0.0009259273110629,22.863779067993164,9.746939659118652
transportenvironment,https://www.transportenvironment.org/ ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.987220764160156,9.891802787780762
stantec,https://www.stantec.com/en/markets/environment ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0005464490311557,0.0005464489407227,0.0005464489228068,0.0005464487905514,0.9538370040344432,0.0005464497844157,0.0005464489201188,0.0005464494402634,0.0005464487187555,0.0390591581224795,0.0005464490761273,0.000546449478908,0.0005464489212729,0.0005464488217142,0.0005464489962641,2.919530153274536,6.2875518798828125
gnb,https://www2.gnb.ca/content/gnb/en/departments/elg/environment.html ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0007575768900122,0.0007575767517934,0.000757577017056,0.0007575767839918,0.6931333247668215,0.2970181724502876,0.0007575782349039,0.0007575782019117,0.0007575766909317,0.0007575773503153,0.0007575771184222,0.0007575776737824,0.000757576498102,0.0007575767382654,0.0007575768334023,2.7380080223083496,4.768331050872803
woodplc,https://www.woodplc.com/capabilities/environment-and-infrastructure-solutions ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0003086424384057,0.000308642395524,0.0003086424749738,0.0003086424165161,0.7409973588508332,0.0003086426808429,0.0287241141239883,0.2265748169994088,0.0003086424137752,0.0003086426281116,0.0003086425784755,0.0003086427121465,0.0003086423990967,0.0003086424083638,0.0003086424795373,5.058976650238037,4.092813968658447
acs,https://pubs.acs.org/journal/esthag ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.850746154785156,10.206384658813477
samsung,https://www.samsung.com/us/aboutsamsung/sustainability/environment/ ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0001284523424961,0.0001284523141533,0.0001284523498894,0.0001284523750057,0.9260766398220523,0.0001284524610192,0.0001284525404567,0.072253479210758,0.0001284522991569,0.0001284523587941,0.000128452479043,0.0001284524320115,0.0001284523109516,0.0001284523776588,0.0001284523265528,3.6975715160369873,4.4568634033203125
inhabitat,https://inhabitat.com/environment/ ,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0333333539891255,0.0333333425475074,0.0333333473153242,0.033333349424049,0.0333333360328643,0.0333333476276068,0.5333331620367517,0.0333333351411168,0.0333333493937934,0.0333333476641705,0.0333333451309654,0.033333338752407,0.0333333489814174,0.0333333428153602,0.0333333531475396,0.3559086322784424,1.4676299095153809
